류, 사과, 후지, 1, 0, 85.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 파인애플, 파인애플, 0, 0, 233.33333
류, 사과, 후지, 1, 0, 190.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 감귤, 기타감귤, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 방울토마토, 대추방울, 1, 0, 750.0
류, 마, 기타마, 1, 0, 315.0
과채류, 토마토, 토마토, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 299.0
류, 감귤, 레드향, 1, 0, 386.66666
류, 단감, 부유, 1, 0, 310.0
류, 기타, 라디초우, 1, 0, 262.5
과채류, 딸기, 설향, 1, 0, 1050.0
과채류, 방울토마토, 대추방울, 1, 0, 750.0
류, 감귤, 조생귤, 1, 0, 130.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 후지, 1, 0, 152.0
류, 감귤, 조생귤, 1, 0, 152.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 71.0
류, 단감, 부유, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1400.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 파인애플, 파인애플, 0, 0, 250.0
과채류, 방울토마토, 대추방울, 1, 0, 750.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 780.0
류, 단감, 부유, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 288.5
과채류, 딸기, 설향, 1, 0, 1273.3334
류, 포도, 샤인마스캇, 1, 0, 925.0
채류, 시금치, 시금치, 1, 0, 325.0
과채류, 방울토마토, 대추방울, 1, 0, 750.0
과채류, 딸기, 금실, 1, 0, 1560.0
류, 대추, 건대추, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 단감, 부유, 1, 0, 190.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
채류, 시금치, 시금치, 1, 0, 325.0
류, 감귤, 조생귤, 1, 0, 160.0
채소류, 마늘, 기타마늘, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 사과, 후지, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 감귤, 조생귤, 1, 0, 150.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 감귤, 조생귤, 1, 0, 192.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 265.0
류, 단감, 부유, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 사과, 로얄부사, 1, 0, 410.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 단감, 부유, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 340.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1470.0
류, 파인애플, 파인애플, 0, 0, 233.33333
류, 사과, 미얀마, 1, 0, 200.0
류, 단감, 부유, 1, 0, 110.0
류, 사과, 기타사과, 1, 0, 120.5
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1000.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 사과, 미얀마, 1, 0, 265.0
류, 바나나, 바나나, 0, 0, 261.53845
류, 사과, 미얀마, 1, 0, 234.5
채류, 깻잎, 깻잎, 1, 0, 633.3333
류, 사과, 미얀마, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 119.5
채류, 열무, 열무솎음, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1750.0
류, 사과, 미얀마, 1, 0, 281.5
과채류, 딸기, 설향, 1, 0, 1750.0
류, 사과, 미얀마, 1, 0, 324.5
, 감자, 기타감자, 1, 0, 160.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 165.0
류, 사과, 미얀마, 1, 0, 310.5
, 감자, 기타감자, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 2100.0
류, 사과, 미얀마, 1, 0, 174.5
과채류, 딸기, 설향, 1, 0, 2100.0
과채류, 딸기, 설향, 1, 0, 2300.0
과채류, 딸기, 설향, 1, 0, 2300.0
류, 사과, 미얀마, 1, 0, 104.5
류, 사과, 미얀마, 1, 0, 145.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 442.5
류, 사과, 미얀마, 1, 0, 199.5
과채류, 방울토마토, 대추방울, 1, 0, 333.33334
류, 오렌지, 네블, 0, 0, 382.35294
류, 오렌지, 네블, 0, 0, 423.52942
류, 사과, 미얀마, 1, 0, 226.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 590.0
류, 사과, 미얀마, 1, 0, 264.5
류, 사과, 미얀마, 1, 0, 151.0
류, 사과, 미얀마, 1, 0, 146.0
류, 사과, 미얀마, 1, 0, 170.0
채류, 상추, 꽃적상추, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 180.0
채류, 상추, 청상추, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 183.0
류, 사과, 미얀마, 1, 0, 253.0
류, 사과, 미얀마, 1, 0, 245.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 206.0
류, 사과, 미얀마, 1, 0, 290.5
채류, 시금치, 시금치, 1, 0, 192.5
류, 사과, 미얀마, 1, 0, 330.0
류, 무, 기타무, 1, 0, 65.0
류, 무, 기타무, 1, 0, 40.0
류, 무, 기타무, 1, 0, 55.0
류, 사과, 미얀마, 1, 0, 357.5
채류, 시금치, 시금치, 1, 0, 172.5
류, 사과, 미얀마, 1, 0, 205.0
류, 사과, 미얀마, 1, 0, 370.0
류, 사과, 미얀마, 1, 0, 409.5
류, 사과, 미얀마, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 296.5
류, 사과, 미얀마, 1, 0, 349.0
류, 사과, 미얀마, 1, 0, 129.5
류, 사과, 미얀마, 1, 0, 349.5
, 고구마, 밤고구마, 1, 0, 178.5
류, 감귤, 조생귤, 1, 0, 240.0
류, 사과, 기타사과, 1, 0, 190.5
류, 사과, 미얀마, 1, 0, 171.0
류, 사과, 미얀마, 1, 0, 344.5
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 169.5
류, 만감, 한라봉, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 335.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 129.5
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 278.0
류, 만감, 한라봉, 1, 0, 380.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 만감, 한라봉, 1, 0, 433.33334
류, 사과, 미얀마, 1, 0, 206.5
류, 사과, 미얀마, 1, 0, 227.5
류, 감귤, 조생귤, 1, 0, 192.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 단감, 부유, 1, 0, 160.0
류, 단감, 부유, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 190.5
류, 사과, 미얀마, 1, 0, 169.5
과채류, 토마토, 토마토, 1, 0, 170.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 감귤, 조생귤, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 바나나, 기타바나나, 1, 0, 207.6923
과채류, 딸기, 설향, 1, 0, 1070.0
과채류, 딸기, 금실, 1, 0, 1860.0
과채류, 딸기, 설향, 1, 0, 2300.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 만감, 한라봉, 1, 0, 433.33334
과채류, 딸기, 설향, 1, 0, 1250.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 단감, 부유, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 235.5
과채류, 토마토, 토마토, 1, 0, 17000.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 단감, 부유, 1, 0, 120.0
류, 단감, 부유, 1, 0, 182.0
류, 감귤, 비가림감귤, 1, 0, 360.0
류, 감귤, 조생귤, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 378.0
류, 사과, 미얀마, 1, 0, 199.5
과채류, 방울토마토, 대추방울, 1, 0, 406.66666
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 105.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 포도, 청포도, 0, 0, 500.0
류, 단감, 부유, 1, 0, 110.0
류, 감귤, 기타감귤, 1, 0, 202.0
류, 사과, 기타사과, 1, 0, 223.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 설향, 1, 0, 660.0
과채류, 딸기, 설향, 1, 0, 2100.0
류, 단감, 부유, 1, 0, 380.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 바나나, 기타바나나, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1550.0
채류, 깻잎, 깻잎, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 189.5
채소류, 마늘, 기타마늘, 1, 0, 141.0
류, 단감, 부유, 1, 0, 230.0
류, 사과, 미얀마, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 마, 기타마, 1, 0, 409.0
류, 사과, 미얀마, 1, 0, 270.0
류, 포도, 청포도, 0, 0, 500.0
과채류, 딸기, 설향, 1, 0, 2100.0
류, 배, 신고, 1, 0, 186.66667
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 100.5
류, 사과, 미얀마, 1, 0, 300.0
류, 포도, 청포도, 0, 0, 500.0
류, 감귤, 천혜향, 1, 0, 376.66666
과채류, 딸기, 설향, 1, 0, 1330.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 310.5
과채류, 딸기, 설향, 1, 0, 860.0
류, 사과, 후지, 1, 0, 152.0
류, 감귤, 조생귤, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 251.5
류, 바나나, 바나나, 0, 0, 215.38461
작물류, 유채, 식용, 1, 0, 115.0
류, 포도, 청포도, 0, 0, 500.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 단감, 부유, 1, 0, 270.0
류, 포도, 샤인마스캇, 1, 0, 550.0
류, 사과, 후지, 1, 0, 455.0
과채류, 딸기, 설향, 1, 0, 1350.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 수박, 수박, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 140.0
류, 포도, 청포도, 0, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1330.0
과채류, 방울토마토, 대추방울, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 212.0
류, 감귤, 조생귤, 1, 0, 683.3333
류, 사과, 후지, 1, 0, 190.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 299.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 224.0
류, 사과, 로얄부사, 1, 0, 460.0
과채류, 토마토, 토마토, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미야비, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 체리, 체리, 1, 0, 740.0
류, 감귤, 레드향, 1, 0, 383.33334
채류, 깻잎, 깻잎, 1, 0, 936.6667
류, 사과, 미얀마, 1, 0, 51.0
류, 호두, 기타호두, 1, 0, 660.0
과채류, 딸기, 설향, 1, 0, 880.0
류, 사과, 미얀마, 1, 0, 135.0
류, 감귤, 조생귤, 1, 0, 600.0
채소류, 건고추, 기타건고추, 1, 0, 910.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 사과, 미얀마, 1, 0, 625.0
류, 감귤, 조생귤, 1, 0, 600.0
류, 바나나, 바나나, 0, 0, 169.23077
류, 사과, 미얀마, 1, 0, 270.0
류, 감귤, 조생귤, 1, 0, 666.6667
류, 바나나, 기타바나나, 1, 0, 192.3077
채류, 열무, 열무솎음, 1, 0, 240.0
류, 감귤, 기타감귤, 1, 0, 262.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 단감, 부유, 1, 0, 146.0
류, 사과, 미얀마, 1, 0, 66.5
류, 감귤, 조생귤, 1, 0, 683.3333
과채류, 딸기, 설향, 1, 0, 1230.0
채류, 깻잎, 깻잎, 1, 0, 1366.6666
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 214.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 732.5
류, 사과, 미얀마, 1, 0, 271.5
류, 오렌지, 네블, 0, 0, 370.58823
류, 사과, 미얀마, 1, 0, 299.5
류, 사과, 미얀마, 1, 0, 375.0
류, 사과, 미얀마, 1, 0, 377.5
류, 체리, 체리, 0, 0, 800.0
류, 사과, 미얀마, 1, 0, 434.5
류, 오렌지, 네블, 0, 0, 444.44446
류, 사과, 미얀마, 1, 0, 76.0
류, 사과, 미얀마, 1, 0, 70.5
류, 사과, 미얀마, 1, 0, 125.0
류, 사과, 미얀마, 1, 0, 134.5
채류, 상추, 청상추, 1, 0, 325.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 114.5
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 145.0
류, 사과, 미얀마, 1, 0, 150.0
채류, 시금치, 시금치, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 369.5
류, 만감, 한라봉, 1, 0, 380.0
채류, 청경채, 청경채, 1, 0, 165.0
류, 만감, 한라봉, 1, 0, 380.0
채류, 부추, 기타부추, 1, 0, 416.66666
 해조류, 미역, 기타, 1, 0, 237.5
류, 사과, 미얀마, 1, 0, 48.0
류, 사과, 미얀마, 1, 0, 84.5
 해조류, 말, 말, 1, 0, 250.0
 해조류, 미역, 물미역, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 95.0
류, 사과, 미얀마, 1, 0, 109.5
 해조류, 미역, 기타, 1, 0, 237.5
 해조류, 미역, 물미역, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 128.0
 해조류, 미역, 물미역, 1, 0, 73.333336
류, 사과, 후지, 1, 0, 107.5
류, 사과, 미얀마, 1, 0, 99.5
류, 사과, 후지, 1, 0, 90.5
류, 사과, 미얀마, 1, 0, 340.0
류, 사과, 미얀마, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1050.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 204.5
류, 사과, 미얀마, 1, 0, 449.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 224.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 480.5
류, 사과, 기타사과, 1, 0, 245.0
류, 만감, 한라봉, 1, 0, 400.0
류, 만감, 한라봉, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1550.0
류, 사과, 미얀마, 1, 0, 380.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1650.0
과채류, 딸기, 설향, 1, 0, 720.0
류, 사과, 미얀마, 1, 0, 51.0
류, 사과, 기타사과, 1, 0, 266.5
류, 감귤, 레드향, 1, 0, 566.6667
류, 곶감, 감말랭이, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 920.0
류, 사과, 미얀마, 1, 0, 89.5
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 325.0
류, 사과, 미얀마, 1, 0, 56.5
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 부추, 일반부추, 1, 0, 299.0
류, 사과, 미얀마, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 683.3333
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 72.5
류, 사과, 미얀마, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 토마토, 토마토, 1, 0, 240.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 포도, 청포도, 0, 0, 500.0
류, 바나나, 바나나, 0, 0, 165.0
류, 사과, 미얀마, 1, 0, 134.5
류, 포도, 샤인마스캇, 1, 0, 700.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 포도, 청포도, 0, 0, 500.0
류, 사과, 미얀마, 1, 0, 294.5
류, 바나나, 기타바나나, 1, 0, 225.0
류, 단감, 부유, 1, 0, 360.0
류, 사과, 후지, 1, 0, 360.0
채류, 열무, 열무, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 775.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 봄동배추, 봄동배추, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 포도, 청포도, 0, 0, 500.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 후지, 1, 0, 392.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 포도, 샤인마스캇, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1146.6666
류, 바나나, 기타바나나, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 체리, 체리, 1, 0, 740.0
류, 사과, 미얀마, 1, 0, 94.5
채류, 봄동배추, 봄동배추, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 258.0
류, 사과, 미시마, 1, 0, 160.0
류, 단감, 부유, 1, 0, 360.0
작물류, 땅콩, 기타땅콩, 1, 0, 470.0
류, 감귤, 비가림감귤, 1, 0, 120.0
류, 도라지, 기타도라지, 1, 0, 918.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 133.0
류, 감귤, 조생귤, 1, 0, 120.0
채류, 무청, 생무청, 1, 0, 226.8
류, 감귤, 기타감귤, 1, 0, 276.0
채류, 상추, 쫑상추, 1, 0, 400.0
류, 바나나, 기타바나나, 1, 0, 192.3077
류, 사과, 미얀마, 1, 0, 114.5
류, 포도, 샤인마스캇, 1, 0, 175.0
류, 사과, 미얀마, 1, 0, 336.0
류, 감귤, 레드향, 1, 0, 333.33334
과채류, 토마토, 토마토, 1, 0, 266.0
류, 감귤, 기타감귤, 1, 0, 224.0
류, 배, 신고, 1, 0, 133.33333
류, 바나나, 기타바나나, 1, 0, 225.0
류, 도라지, 기타도라지, 1, 0, 729.0
류, 바나나, 바나나, 0, 0, 246.15384
류, 사과, 미얀마, 1, 0, 95.0
류, 포도, 샤인마스캇, 1, 0, 466.66666
과채류, 딸기, 설향, 1, 0, 850.0
채류, 깻잎, 깻잎, 1, 0, 626.6667
류, 사과, 미얀마, 1, 0, 56.0
류, 바나나, 기타바나나, 1, 0, 192.3077
과채류, 딸기, 설향, 1, 0, 830.0
류, 바나나, 기타바나나, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 314.5
류, 사과, 후지, 1, 0, 400.0
류, 사과, 후지, 1, 0, 120.0
류, 더덕, 기타더덕, 1, 0, 1134.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 311.5
류, 감귤, 비가림감귤, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1080.0
류, 사과, 미얀마, 1, 0, 74.5
과채류, 딸기, 설향, 1, 0, 820.0
류, 바나나, 기타바나나, 1, 0, 225.0
작물류, 유채, 식용, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 1750.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 포도, 샤인마스캇, 1, 0, 675.0
채류, 시금치, 시금치, 1, 0, 375.0
류, 바나나, 기타바나나, 1, 0, 225.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 감귤, 비가림감귤, 1, 0, 120.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 사과, 미얀마, 1, 0, 109.5
류, 오렌지, 네블, 0, 0, 388.8889
류, 포도, 샤인마스캇, 1, 0, 775.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 비가림감귤, 1, 0, 120.0
류, 배, 신고, 1, 0, 186.66667
류, 사과, 미얀마, 1, 0, 119.5
과채류, 딸기, 설향, 1, 0, 533.3333
채류, 상추, 쫑상추, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 214.0
류, 사과, 미얀마, 1, 0, 391.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 193.0
과채류, 방울토마토, 대추방울, 1, 0, 450.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 사과, 미얀마, 1, 0, 207.5
류, 감귤, 기타감귤, 1, 0, 192.0
류, 사과, 미얀마, 1, 0, 349.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 406.5
류, 사과, 미얀마, 1, 0, 127.5
류, 사과, 미얀마, 1, 0, 209.5
류, 사과, 후지, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 219.5
류, 포도, 샤인마스캇, 1, 0, 775.0
과채류, 토마토, 토마토, 1, 0, 180.0
과채류, 토마토, 토마토, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 197.0
과채류, 방울토마토, 대추방울, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 235.0
과채류, 토마토, 토마토, 1, 0, 180.0
과채류, 토마토, 토마토, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 234.5
류, 사과, 미얀마, 1, 0, 218.0
류, 사과, 미얀마, 1, 0, 263.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 84.5
채류, 상추, 꽃적상추, 1, 0, 300.0
채소류, 쪽파, 쪽파, 1, 0, 350.0
 해조류, 미역, 물미역, 1, 0, 100.0
류, 사과, 미얀마, 1, 0, 110.5
 해조류, 미역, 물미역, 1, 0, 73.333336
류, 사과, 미얀마, 1, 0, 182.5
류, 사과, 미얀마, 1, 0, 120.5
류, 사과, 미얀마, 1, 0, 190.0
류, 사과, 미얀마, 1, 0, 225.0
류, 사과, 후지, 1, 0, 104.5
채류, 청경채, 청경채, 1, 0, 262.5
류, 사과, 미얀마, 1, 0, 208.0
류, 사과, 후지, 1, 0, 149.0
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 289.5
류, 사과, 후지, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 322.0
류, 사과, 후지, 1, 0, 165.0
류, 사과, 후지, 1, 0, 169.5
채류, 얼갈이배추, 얼갈이배추, 1, 0, 150.0
류, 사과, 후지, 1, 0, 224.5
과채류, 방울토마토, 대추방울, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 210.0
과채류, 딸기, 설향, 1, 0, 1450.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 사과, 미얀마, 1, 0, 269.5
류, 바나나, 기타바나나, 1, 0, 242.3077
류, 용과, 용과, 0, 0, 540.0
류, 포도, 포도, 0, 0, 675.0
류, 포도, 포도, 0, 0, 712.5
류, 바나나, 기타바나나, 1, 0, 288.46155
류, 사과, 기타사과, 1, 0, 306.0
과채류, 딸기, 설향, 1, 0, 820.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 사과, 미얀마, 1, 0, 380.0
류, 오렌지, 기타오렌지, 1, 0, 566.6667
류, 레몬, 레몬, 0, 0, 382.35294
류, 오렌지, 기타오렌지, 1, 0, 566.6667
류, 바나나, 바나나, 0, 0, 153.84616
류, 파인애플, 파인애플, 0, 0, 208.33333
류, 감귤, 레드향, 1, 0, 566.6667
류, 사과, 미얀마, 1, 0, 220.5
류, 블루베리, 블루베리, 0, 0, 1333.3334
류, 감귤, 조생귤, 1, 0, 140.0
류, 레몬, 레몬, 0, 0, 382.35294
류, 사과, 기타사과, 1, 0, 345.0
과채류, 토마토, 토마토, 1, 0, 154.0
류, 사과, 미얀마, 1, 0, 99.5
과채류, 딸기, 설향, 1, 0, 1020.0
류, 사과, 미얀마, 1, 0, 460.0
류, 감귤, 레드향, 1, 0, 333.33334
류, 사과, 미얀마, 1, 0, 125.0
채류, 깻잎, 깻잎순, 1, 0, 1575.0
채류, 청경채, 청경채, 1, 0, 498.75
류, 사과, 미얀마, 1, 0, 125.0
류, 사과, 미얀마, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 194.5
류, 사과, 미얀마, 1, 0, 109.5
과채류, 딸기, 설향, 1, 0, 1800.0
류, 사과, 미얀마, 1, 0, 214.5
과채류, 토마토, 토마토, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 160.5
과채류, 딸기, 설향, 1, 0, 1400.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 케일, 쌈케일, 1, 0, 200.0
과채류, 토마토, 토마토, 1, 0, 140.0
과채류, 방울토마토, 대추방울, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 219.5
작물류, 땅콩, 기타땅콩, 1, 0, 470.0
류, 치커리, 치커리, 1, 0, 225.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 58.0
과채류, 토마토, 토마토, 1, 0, 170.0
과채류, 토마토, 토마토, 1, 0, 190.0
류, 바나나, 기타바나나, 1, 0, 225.0
류, 감귤, 비가림감귤, 1, 0, 120.0
작물류, 땅콩, 기타땅콩, 1, 0, 470.0
채소류, 양파, 양파, 1, 0, 131.25
과채류, 딸기, 설향, 1, 0, 1400.0
류, 사과, 후지, 1, 0, 420.0
과채류, 딸기, 설향, 1, 0, 2100.0
과채류, 토마토, 토마토, 1, 0, 160.0
작물류, 땅콩, 기타땅콩, 1, 0, 470.0
류, 바나나, 기타바나나, 1, 0, 225.0
채류, 쑥갓, 쑥갓, 1, 0, 475.0
