류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 212.5
과채류, 방울토마토, 대추방울, 1, 0, 506.66666
류, 비트(붉은사탕무우), 비트, 1, 0, 190.0
과채류, 방울토마토, 대추방울, 1, 0, 250.0
류, 오이, 백다다기, 1, 0, 270.0
류, 오이, 백다다기, 1, 0, 411.1111
류, 사과, 후지, 1, 0, 130.0
과채류, 딸기, 죽향, 1, 0, 1000.0
류, 단감, 부유, 1, 0, 250.0
채류, 미나리, 돌미나리, 1, 0, 492.5
류, 오이, 백다다기, 1, 0, 450.0
채류, 깻잎, 깻잎, 1, 0, 325.0
류, 오이, 취청, 1, 0, 600.0
류, 단감, 부유, 1, 0, 210.0
채류, 부추, 일반부추, 1, 0, 840.0
류, 감귤, 조생귤, 1, 0, 152.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
과채류, 딸기, 설향, 1, 0, 450.0
, 고구마, 밤고구마, 1, 0, 236.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 딸기, 장희, 1, 0, 1060.0
채소류, 홍고추, 홍고추, 1, 0, 600.0
채류, 깻잎, 깻잎순, 1, 0, 530.55554
채류, 시금치, 시금치, 1, 0, 320.0
, 고구마, 밤고구마, 1, 0, 236.0
류, 호박, 애호박, 1, 0, 300.0
류, 단감, 부유, 1, 0, 178.0
류, 오이, 취청, 1, 0, 540.0
채류, 깻잎, 깻잎, 1, 0, 850.0
류, 오이, 취청, 1, 0, 550.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 토마토, 토마토, 1, 0, 880.0
류, 비트(붉은사탕무우), 비트, 1, 0, 185.0
류, 단감, 부유, 1, 0, 210.0
채류, 깻잎, 깻잎, 1, 0, 916.6667
류, 포도, 샤인마스캇, 1, 0, 860.0
류, 호박, 애호박, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 1250.0
, 감자, 기타감자, 1, 0, 25.0
과채류, 수박, 수박, 1, 0, 441.66666
과채류, 딸기, 설향, 1, 0, 500.0
채류, 상추, 적상추, 1, 0, 200.0
류, 비트(붉은사탕무우), 비트, 1, 0, 125.0
류, 포도, 샤인마스캇, 1, 0, 725.0
채류, 시금치, 시금치, 1, 0, 410.0
류, 호박, 애호박, 1, 0, 220.0
채류, 깻잎, 깻잎순, 1, 0, 500.0
류, 호박, 쥬키니호박, 1, 0, 130.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 125.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 감귤, 조생귤, 1, 0, 172.0
류, 오이, 취청, 1, 0, 580.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
류, 감귤, 조생귤, 1, 0, 129.0
, 고구마, 호박고구마, 1, 0, 265.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 호박, 애호박, 1, 0, 462.5
채류, 깻잎, 깻잎순, 1, 0, 433.33334
채류, 깻잎, 깻잎, 1, 0, 425.0
류, 표고버섯, 표고버섯, 1, 0, 500.0
류, 셀러리(양미나리), 셀러리, 1, 0, 85.0
류, 무, 무말랭이, 1, 0, 650.0
류, 비트(붉은사탕무우), 비트, 1, 0, 90.0
류, 오이, 취청, 1, 0, 600.0
류, 배, 신고, 1, 0, 226.66667
류, 감귤, 조생귤, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 184.0
, 고구마, 기타, 1, 0, 148.0
류, 배, 신고, 1, 0, 120.0
류, 감귤, 조생귤, 1, 0, 256.0
과채류, 방울토마토, 대추방울, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 감귤, 기타감귤, 1, 0, 206.0
과채류, 딸기, 설향, 1, 0, 780.0
류, 망고, 망고, 0, 0, 900.0
류, 망고, 망고, 0, 0, 900.0
류, 망고, 망고, 0, 0, 900.0
류, 망고, 망고, 0, 0, 900.0
류, 망고, 망고, 0, 0, 900.0
류, 망고, 망고, 0, 0, 900.0
류, 만감, 한라봉, 1, 0, 183.33333
과채류, 메론, 네트계, 1, 0, 212.5
채류, 봄동배추, 봄동배추, 1, 0, 95.0
류, 배, 신고, 1, 0, 200.0
류, 기타, 기타잡곡류, 0, 0, 240.0
류, 참다래(키위), 기타참다래, 1, 0, 180.0
류, 무, 가을무, 1, 0, 35.0
과채류, 딸기, 기타딸기, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1350.0
채류, 양배추, 양배추, 1, 0, 37.5
채류, 양배추, 양배추, 1, 0, 37.5
채류, 양배추, 양배추, 1, 0, 20.833334
채류, 양배추, 양배추, 1, 0, 20.833334
과채류, 딸기, 설향, 1, 0, 1320.0
채류, 부추, 일반부추, 1, 0, 299.0
류, 사과, 미얀마, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 258.0
채류, 상추, 쫑상추, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 314.5
채류, 시금치, 시금치, 1, 0, 375.0
채류, 상추, 쫑상추, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 349.0
류, 사과, 미얀마, 1, 0, 406.5
류, 단감, 부유, 1, 0, 220.0
과채류, 방울토마토, 대추방울, 1, 0, 463.33334
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 단감, 부유, 1, 0, 139.0
류, 단감, 부유, 1, 0, 220.0
과채류, 수박, 수박, 1, 0, 423.07693
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 표고버섯, 표고버섯, 1, 0, 260.0
채류, 부추, 일반부추, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 950.0
채소류, 쪽파, 깐쪽파, 1, 0, 460.0
채소류, 쪽파, 깐쪽파, 1, 0, 560.0
채류, 부추, 일반부추, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1360.0
채류, 부추, 일반부추, 1, 0, 200.0
채소류, 양파, 양파, 1, 0, 60.0
류, 적채, 적채, 1, 0, 90.625
류, 만감, 기타만감, 1, 0, 470.0
류, 표고버섯, 표고버섯, 1, 0, 320.0
채소류, 대파, 대파, 1, 0, 120.0
류, 포도, 샤인마스캇, 1, 0, 500.0
채소류, 쪽파, 깐쪽파, 1, 0, 430.0
과채류, 딸기, 설향, 1, 0, 1250.0
, 고구마, 기타, 1, 0, 135.0
류, 표고버섯, 표고버섯, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 860.0
채류, 냉이, 일반냉이, 1, 0, 1846.25
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 팽이버섯, 기타팽이버섯, 1, 0, 525.0
류, 곶감, 감말랭이, 1, 0, 1000.0
채소류, 쪽파, 쪽파, 1, 0, 569.8
채류, 시금치, 시금치, 1, 0, 303.75
류, 콜라비(순무양배추), 적콜라비, 1, 0, 56.666668
류, 감귤, 조생귤, 1, 0, 221.0
채류, 시금치, 시금치, 1, 0, 337.5
류, 콜라비(순무양배추), 콜라비, 1, 0, 113.333336
채류, 부추, 영양부추, 1, 0, 2479.5
채류, 부추, 일반부추, 1, 0, 991.8
류, 배, 신고, 1, 0, 186.66667
채류, 시금치, 시금치, 1, 0, 593.3333
채소류, 풋고추, 청양, 1, 0, 680.0
채류, 시금치, 시금치, 1, 0, 593.3333
채소류, 풋고추, 청양, 1, 0, 680.0
채류, 청경채, 청경채, 1, 0, 175.0
과채류, 딸기, 설향, 1, 0, 1360.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 표고버섯, 표고버섯, 1, 0, 562.5
류, 호박, 애호박, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 603.3333
과채류, 딸기, 설향, 1, 0, 1500.0
류, 무, 무말랭이, 1, 0, 650.0
류, 감귤, 천혜향, 1, 0, 506.66666
류, 표고버섯, 표고버섯, 1, 0, 500.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
류, 사과, 미시마, 1, 0, 300.0
류, 오이, 취청, 1, 0, 490.0
류, 호박, 쥬키니호박, 1, 0, 130.0
류, 만감, 기타만감, 1, 0, 200.0
채류, 머위대, 머위잎, 1, 0, 650.0
류, 단감, 부유, 1, 0, 320.0
류, 감귤, 조생귤, 1, 0, 104.0
과채류, 토마토, 완숙토마토, 1, 0, 130.0
채소류, 쪽파, 쪽파, 1, 0, 312.0
류, 호박, 애호박, 1, 0, 275.0
, 고구마, 기타, 1, 0, 135.0
류, 무, 세척무, 1, 0, 72.5
채류, 시금치, 시금치, 1, 0, 280.0
류, 느타리버섯, 느타리버섯, 1, 0, 320.0
류, 표고버섯, 표고버섯, 1, 0, 1300.0
채소류, 쪽파, 깐쪽파, 1, 0, 610.0
채류, 시금치, 시금치, 1, 0, 220.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
채류, 냉이, 일반냉이, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 340.0
류, 당근, 당근, 1, 0, 117.5
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 770.0
류, 오이, 백다다기, 1, 0, 466.0
류, 호박, 애호박, 1, 0, 237.5
류, 양상추, 양상추, 1, 0, 161.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1080.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 감귤, 레드향, 1, 0, 533.3333
채류, 시금치, 시금치, 1, 0, 340.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
채류, 부추, 일반부추, 1, 0, 840.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 53.333332
류, 포도, 포도, 0, 0, 414.63416
류, 호박, 애호박, 1, 0, 275.0
류, 호박, 애호박, 1, 0, 462.5
류, 포도, 포도, 0, 0, 439.02438
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
채류, 양배추, 양배추, 1, 0, 26.666666
류, 오이, 백다다기, 1, 0, 405.55554
류, 호박, 애호박, 1, 0, 275.0
류, 비트(붉은사탕무우), 비트, 1, 0, 90.0
류, 배, 신고, 1, 0, 277.33334
채류, 깻잎, 깻잎, 1, 0, 675.0
류, 감귤, 감귤, 1, 0, 244.0
류, 호박, 단호박, 0, 0, 345.0
채류, 냉이, 일반냉이, 1, 0, 1207.5
류, 감귤, 조생귤, 1, 0, 220.0
, 감자, 수미, 1, 0, 265.0
채류, 시금치, 시금치, 1, 0, 175.0
류, 감귤, 기타감귤, 1, 0, 272.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
채류, 양배추, 양배추, 1, 0, 37.5
류, 포도, 샤인마스캇, 1, 0, 445.0
과채류, 방울토마토, 대추방울, 1, 0, 275.0
채류, 시금치, 시금치, 1, 0, 460.0
채소류, 쪽파, 쪽파, 1, 0, 280.0
류, 만감, 한라봉, 1, 0, 333.33334
채류, 양배추, 양배추, 1, 0, 37.5
류, 비트(붉은사탕무우), 비트, 1, 0, 45.0
채류, 깻잎, 깻잎, 1, 0, 925.0
채류, 깻잎, 깻잎, 1, 0, 312.5
류, 포도, 샤인마스캇, 1, 0, 625.0
류, 감귤, 조생귤, 1, 0, 370.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
과채류, 딸기, 장희, 1, 0, 1633.3334
과채류, 딸기, 장희, 1, 0, 290.0
, 고구마, 호박고구마, 1, 0, 260.0
과채류, 방울토마토, 대추방울, 1, 0, 275.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 호박, 단호박, 0, 0, 366.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 700.0
류, 케일, 쌈케일, 1, 0, 200.0
채소류, 풋고추, 청양, 1, 0, 620.0
류, 당근, 당근, 1, 0, 150.0
채류, 양배추, 양배추, 1, 0, 37.5
, 감자, 기타감자, 1, 0, 205.0
류, 감귤, 비가림감귤, 1, 0, 220.0
채류, 배추, 월동배추, 1, 0, 27.0
과채류, 딸기, 설향, 1, 0, 1220.0
류, 로메인, 통로메인, 1, 0, 175.0
류, 단감, 부유, 1, 0, 171.0
채류, 양배추, 양배추, 1, 0, 20.833334
, 고구마, 기타, 1, 0, 91.0
채류, 시금치, 시금치, 1, 0, 330.0
류, 치커리, 치커리, 1, 0, 225.0
채류, 깻잎, 기타깻잎, 1, 0, 562.5
채류, 미나리, 미나리, 1, 0, 430.0
류, 양송이, 양송이, 1, 0, 275.0
채소류, 풋고추, 청양, 1, 0, 800.0
, 감자, 기타감자, 1, 0, 200.0
류, 감귤, 천혜향, 1, 0, 311.1111
류, 감귤, 조생귤, 1, 0, 300.0
류, 포도, 기타포도, 1, 0, 750.0
채류, 미나리, 미나리, 1, 0, 430.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 162.5
류, 표고버섯, 표고버섯, 1, 0, 1075.0
채소류, 양파, 양파, 1, 0, 131.25
채류, 양배추, 양배추, 1, 0, 20.833334
채류, 시금치, 시금치, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1320.0
채류, 쑥갓, 쑥갓, 1, 0, 475.0
채류, 깻잎, 깻잎, 1, 0, 1050.0
류, 로메인, 통로메인, 1, 0, 165.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
채소류, 양파, 기타양파, 1, 0, 125.0
과채류, 딸기, 천사, 1, 0, 480.0
류, 포도, 포도, 0, 0, 414.63416
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 181.25
채류, 시금치, 시금치, 1, 0, 340.0
채류, 열무, 열무, 1, 0, 157.5
채류, 봄동배추, 봄동배추, 1, 0, 143.0
류, 사과, 미얀마, 1, 0, 109.5
과채류, 딸기, 설향, 1, 0, 1500.0
류, 감귤, 감귤, 1, 0, 184.0
채류, 배추, 쌈배추, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 520.0
류, 로메인, 통로메인, 1, 0, 145.0
류, 사과, 미얀마, 1, 0, 179.5
류, 포도, 포도, 0, 0, 414.63416
류, 감귤, 조생귤, 1, 0, 110.0
류, 사과, 미시마, 1, 0, 230.0
류, 감귤, 조생귤, 1, 0, 250.0
채소류, 쪽파, 쪽파, 1, 0, 263.0
과채류, 딸기, 설향, 1, 0, 960.0
류, 배, 신고, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 185.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 239.5
과채류, 딸기, 설향, 1, 0, 850.0
류, 단감, 부유, 1, 0, 169.0
과채류, 딸기, 설향, 1, 0, 970.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 200.0
류, 단감, 부유, 1, 0, 140.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 감귤, 조생귤, 1, 0, 158.0
류, 단감, 부유, 1, 0, 110.0
, 고구마, 밤고구마, 1, 0, 262.0
, 고구마, 밤고구마, 1, 0, 262.0
, 고구마, 밤고구마, 1, 0, 50.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 후지, 1, 0, 130.0
류, 만감, 기타만감, 1, 0, 466.66666
류, 포도, 샤인마스캇, 1, 0, 915.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 115.333336
류, 포도, 샤인마스캇, 1, 0, 880.0
류, 사과, 후지, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 880.0
채소류, 쪽파, 깐쪽파, 1, 0, 330.0
류, 표고버섯, 표고버섯, 1, 0, 380.0
류, 만감, 기타만감, 1, 0, 200.0
류, 적채, 적채, 1, 0, 75.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 감귤, 조생귤, 1, 0, 222.0
과채류, 딸기, 설향, 1, 0, 960.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 오이, 취청, 1, 0, 540.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 212.5
류, 만감, 기타만감, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 만감, 한라봉, 1, 0, 453.33334
과채류, 딸기, 설향, 1, 0, 1250.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 1230.0
류, 취나물, 건취나물, 1, 0, 2000.0
채소류, 마늘, 풋마늘, 1, 0, 340.0
채류, 청경채, 청경채, 1, 0, 350.0
류, 적채, 적채, 1, 0, 100.0
채류, 깻잎, 깻단, 1, 0, 330.0
류, 표고버섯, 표고버섯, 1, 0, 540.0
, 고구마, 기타, 1, 0, 55.0
류, 오이, 백다다기, 1, 0, 258.8889
과채류, 딸기, 설향, 1, 0, 1850.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 시금치, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 1100.0
채류, 시레기, 시레기, 1, 0, 480.0
류, 감귤, 조생귤, 1, 0, 340.0
과채류, 토마토, 완숙토마토, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1060.0
류, 사과, 미얀마, 1, 0, 248.0
채소류, 대파, 대파, 1, 0, 324.44446
류, 사과, 미얀마, 1, 0, 240.0
류, 만감, 한라봉, 1, 0, 100406.664
류, 파프리카, 노랑파프리카, 1, 0, 916.0
류, 사과, 미얀마, 1, 0, 279.5
채류, 상추, 기타상추, 1, 0, 200.0
류, 감귤, 기타감귤, 1, 0, 314.0
류, 기타, 산나물, 1, 0, 337.5
류, 사과, 미얀마, 1, 0, 201.0
류, 감귤, 조생귤, 1, 0, 280.0
채류, 배추, 쌈배추, 1, 0, 100.0
과채류, 딸기, 천사, 1, 0, 780.0
과채류, 딸기, 기타딸기, 1, 0, 2250.0
류, 사과, 미얀마, 1, 0, 319.5
채류, 상추, 적상추, 1, 0, 440.0
류, 사과, 미얀마, 1, 0, 79.5
류, 포도, 샤인마스캇, 1, 0, 475.0
, 고구마, 기타, 1, 0, 66.0
류, 오이, 가시오이, 1, 0, 440.0
류, 사과, 미얀마, 1, 0, 321.0
류, 감귤, 기타감귤, 1, 0, 264.0
류, 호박, 애호박, 1, 0, 357.5
과채류, 방울토마토, 대추방울, 1, 0, 316.66666
채류, 상추, 기타상추, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 113.0
류, 감귤, 감귤, 1, 0, 150.0
채류, 시금치, 시금치, 1, 0, 230.0
류, 포도, 샤인마스캇, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1240.0
채류, 시금치, 시금치, 1, 0, 440.0
류, 감귤, 천혜향, 1, 0, 433.33334
류, 배, 신고, 1, 0, 200.0
채류, 배추, 월동배추, 1, 0, 45.0
류, 만감, 한라봉, 1, 0, 400.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 268.75
류, 호박, 애호박, 1, 0, 462.5
류, 비트(붉은사탕무우), 비트, 1, 0, 85.0
류, 감귤, 조생귤, 1, 0, 260.0
채류, 상추, 포기찹, 1, 0, 287.5
류, 호박, 쥬키니호박, 1, 0, 336.0
류, 호박, 애호박, 1, 0, 426.66666
채소류, 마늘, 깐마늘 대서, 1, 0, 775.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
과채류, 딸기, 설향, 1, 0, 1000.0
채소류, 마늘, 깐마늘 대서, 1, 0, 450.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 표고버섯, 표고버섯, 1, 0, 1075.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 260.0
채소류, 마늘, 깐마늘 대서, 1, 0, 425.0
, 고구마, 기타, 1, 0, 160.0
채류, 고수, 고수, 1, 0, 1850.0
채소류, 마늘, 깐마늘 대서, 1, 0, 600.0
류, 호박, 단호박, 0, 0, 366.0
류, 비트(붉은사탕무우), 비트, 1, 0, 95.0
류, 무, 세척무, 1, 0, 73.0
채류, 부추, 일반부추, 1, 0, 600.0
류, 곶감, 기타곶감, 1, 0, 666.6667
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 250.0
과채류, 메론, 네트계, 1, 0, 287.5
, 고구마, 기타, 1, 0, 266.0
채소류, 마늘, 깐마늘 대서, 1, 0, 625.0
류, 호박, 단호박, 0, 0, 322.0
류, 오이, 취청, 1, 0, 440.0
과채류, 딸기, 죽향, 1, 0, 1330.0
채류, 시금치, 시금치, 1, 0, 260.0
채소류, 풋고추, 청양, 1, 0, 810.0
류, 참다래(키위), 기타참다래, 1, 0, 285.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
, 감자, 기타감자, 1, 0, 77.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 231.25
채소류, 마늘, 깐마늘 대서, 1, 0, 775.0
류, 단감, 부유, 1, 0, 365.0
류, 식용허브, 로케트, 1, 0, 1350.0
류, 오이, 취청, 1, 0, 540.0
채소류, 풋고추, 청양, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 720.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 곶감, 기타곶감, 1, 0, 666.6667
채류, 상추, 포기찹, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 메론, 네트계, 1, 0, 287.5
채류, 깻잎, 깻잎, 1, 0, 312.5
과채류, 딸기, 설향, 1, 0, 960.0
채류, 상추, 포기찹, 1, 0, 325.0
류, 양상추, 양상추, 1, 0, 325.0
채소류, 쪽파, 깐쪽파, 1, 0, 340.0
류, 오이, 취청, 1, 0, 585.0
류, 감귤, 비가림감귤, 1, 0, 300.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
채류, 깻잎, 깻잎, 1, 0, 662.5
류, 단감, 부유, 1, 0, 170.0
류, 적채, 적채, 1, 0, 75.0
류, 단감, 부유, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 625.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 73.333336
류, 양송이, 양송이, 1, 0, 275.0
류, 오이, 백다다기, 1, 0, 427.77777
류, 사과, 후지, 1, 0, 192.0
과채류, 딸기, 기타딸기, 1, 0, 1400.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
채류, 시금치, 시금치, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 680.0
채류, 부추, 일반부추, 1, 0, 360.0
류, 호박, 쥬키니호박, 1, 0, 255.0
채류, 시금치, 시금치, 1, 0, 187.5
채류, 시금치, 시금치, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 표고버섯, 표고버섯, 1, 0, 625.0
채류, 깻잎, 깻잎, 1, 0, 983.3333
채류, 미나리, 돌미나리, 1, 0, 487.5
류, 감귤, 조생귤, 1, 0, 228.0
채류, 깻잎, 깻잎, 1, 0, 1250.0
채류, 깻잎, 깻잎, 1, 0, 450.0
과채류, 딸기, 장희, 1, 0, 470.0
류, 취나물, 건취나물, 1, 0, 2500.0
채소류, 쪽파, 쪽파, 1, 0, 286.66666
채류, 깻잎, 깻잎, 1, 0, 850.0
류, 당근, 당근, 1, 0, 215.0
과채류, 토마토, 토마토, 1, 0, 880.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 양상추, 양상추, 1, 0, 325.0
과채류, 딸기, 기타딸기, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 110.0
채류, 시금치, 시금치, 1, 0, 240.0
과채류, 딸기, 금실, 1, 0, 670.0
류, 단감, 부유, 1, 0, 135.0
채류, 깻잎, 기타깻잎, 1, 0, 725.0
류, 곶감, 감말랭이, 1, 0, 800.0
류, 기타, 기타잡곡류, 0, 0, 240.0
과채류, 딸기, 설향, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 500.0
채류, 시금치, 시금치, 1, 0, 556.6667
류, 파인애플, 파인애플, 0, 0, 208.33333
류, 곶감, 상주곶감, 1, 0, 828.5714
과채류, 딸기, 설향, 1, 0, 880.0
류, 감귤, 조생귤, 1, 0, 232.0
 해조류, 우뭇가사리, 톳, 1, 0, 225.0
류, 감귤, 조생귤, 1, 0, 80.0
류, 참다래(키위), 참다래, 1, 0, 340.0
류, 단감, 부유, 1, 0, 160.0
류, 참다래(키위), 참다래, 1, 0, 340.0
류, 단감, 부유, 1, 0, 160.0
류, 참다래(키위), 참다래, 1, 0, 340.0
, 고구마, 밤고구마, 1, 0, 140.0
과채류, 수박, 수박, 1, 0, 87.5
과채류, 수박, 수박, 1, 0, 100.0
과채류, 수박, 수박, 1, 0, 120.0
과채류, 수박, 수박, 1, 0, 109.09091
과채류, 수박, 수박, 1, 0, 116.666664
과채류, 수박, 수박, 1, 0, 107.69231
과채류, 수박, 수박, 1, 0, 114.28571
과채류, 수박, 수박, 1, 0, 106.666664
과채류, 수박, 수박, 1, 0, 100.0
채류, 시금치, 시금치, 1, 0, 440.0
채류, 시금치, 시금치, 1, 0, 380.0
채류, 시금치, 시금치, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 330.0
채류, 시금치, 시금치, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 410.0
채류, 시금치, 시금치, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 420.0
류, 감귤, 조생귤, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 1050.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 감귤, 조생귤, 1, 0, 176.0
채류, 시금치, 시금치, 1, 0, 440.0
, 고구마, 기타, 1, 0, 175.0
류, 포도, 샤인마스캇, 1, 0, 550.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 180.0
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 싼타, 1, 0, 550.0
류, 감귤, 레드향, 1, 0, 716.6667
과채류, 메론, 네트계, 1, 0, 287.5
류, 감귤, 조생귤, 1, 0, 284.0
과채류, 메론, 네트계, 1, 0, 287.5
과채류, 방울토마토, 대추방울, 1, 0, 275.0
류, 배, 신고, 1, 0, 146.66667
과채류, 딸기, 천사, 1, 0, 1120.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 포도, 샤인마스캇, 1, 0, 575.0
류, 배, 신고, 1, 0, 133.33333
류, 만감, 한라봉, 1, 0, 272.0
류, 적채, 적채, 1, 0, 84.375
과채류, 딸기, 설향, 1, 0, 1310.0
과채류, 딸기, 싼타, 1, 0, 660.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 감귤, 기타감귤, 1, 0, 190.0
채류, 시금치, 시금치, 1, 0, 360.0
류, 감귤, 조생귤, 1, 0, 200.0
채소류, 홍고추, 홍고추, 1, 0, 290.0
류, 감귤, 레드향, 1, 0, 700.0
류, 배, 신고, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 천사, 1, 0, 1100.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 포도, 샤인마스캇, 1, 0, 600.0
채류, 미나리, 미나리, 1, 0, 750.0
류, 표고버섯, 표고버섯, 1, 0, 530.0
류, 적채, 적채, 1, 0, 50.0
채류, 양배추, 양배추, 1, 0, 80.0
류, 만감, 기타만감, 1, 0, 520.0
채소류, 홍고추, 홍고추, 1, 0, 500.0
류, 파프리카, 파프리카, 1, 0, 1160.0
과채류, 딸기, 설향, 1, 0, 800.0
채류, 시금치, 시금치, 1, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 775.0
채소류, 대파, 대파, 1, 0, 125.0
