과채류, 딸기, 설향, 1, 0, 890.0
류, 배, 신고, 1, 0, 166.66667
, 고구마, 기타, 1, 0, 288.0
과채류, 딸기, 설향, 1, 0, 910.0
류, 사과, 미얀마, 1, 0, 444.5
류, 사과, 후지, 1, 0, 320.0
류, 감귤, 천혜향, 1, 0, 400.0
과채류, 방울토마토, 대추방울, 1, 0, 180.0
류, 단감, 부유, 1, 0, 245.0
과채류, 딸기, 설향, 1, 0, 626.6667
과채류, 딸기, 설향, 1, 0, 1600.0
류, 취나물, 기타취나물, 1, 0, 2166.6667
과채류, 딸기, 설향, 1, 0, 580.0
과채류, 토마토, 완숙토마토, 1, 0, 294.0
과채류, 딸기, 설향, 1, 0, 1420.0
류, 사과, 후지, 1, 0, 490.0
류, 사과, 미시마, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1600.0
가공, 차, 유자차, 1, 0, 358.33334
과채류, 방울토마토, 대추방울, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 610.0
과채류, 방울토마토, 대추방울, 1, 0, 530.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 토마토, 완숙토마토, 1, 0, 230.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 375.0
류, 사과, 후지, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 375.0
과채류, 토마토, 완숙토마토, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 266.0
류, 단감, 부유, 1, 0, 180.0
과채류, 토마토, 토마토, 1, 0, 280.0
류, 바나나, 바나나, 0, 0, 184.61539
과채류, 딸기, 설향, 1, 0, 850.0
과채류, 토마토, 완숙토마토, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 242.0
과채류, 딸기, 설향, 1, 0, 2950.0
과채류, 토마토, 완숙토마토, 1, 0, 230.0
가공, 차, 유자차, 1, 0, 358.33334
류, 단감, 부유, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 바나나, 바나나, 0, 0, 184.61539
가공, 차, 유자차, 1, 0, 358.33334
과채류, 딸기, 설향, 1, 0, 750.0
류, 마, 기타마, 1, 0, 50.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 사과, 후지, 1, 0, 177.0
채소류, 풋고추, 반홍, 1, 0, 530.0
채소류, 풋고추, 청양, 1, 0, 770.0
류, 피망(단고추), 피망, 1, 0, 700.0
류, 피망(단고추), 피망, 1, 0, 550.0
류, 피망(단고추), 피망, 1, 0, 300.0
류, 피망(단고추), 홍피망, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 95.0
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 110.5
류, 사과, 미얀마, 1, 0, 215.0
류, 사과, 미얀마, 1, 0, 115.5
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 미얀마, 1, 0, 286.5
류, 사과, 미얀마, 1, 0, 144.5
류, 사과, 미얀마, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 사과, 미얀마, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 650.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 1050.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 209.5
류, 사과, 미얀마, 1, 0, 181.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 189.5
과채류, 딸기, 설향, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 206.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 사과, 기타사과, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 후지, 1, 0, 315.0
류, 사과, 기타사과, 1, 0, 250.0
류, 사과, 로얄부사, 1, 0, 320.0
류, 감귤, 레드향, 1, 0, 670.0
류, 사과, 미얀마, 1, 0, 165.0
류, 사과, 미얀마, 1, 0, 205.5
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 273.0
류, 사과, 미얀마, 1, 0, 250.5
류, 사과, 미얀마, 1, 0, 269.5
류, 사과, 미얀마, 1, 0, 295.0
류, 사과, 미얀마, 1, 0, 250.0
류, 사과, 미얀마, 1, 0, 329.5
류, 사과, 미얀마, 1, 0, 345.0
류, 사과, 미얀마, 1, 0, 245.0
류, 사과, 미얀마, 1, 0, 285.5
류, 오이, 백다다기, 1, 0, 693.3333
류, 오이, 취청, 1, 0, 701.0
류, 사과, 미얀마, 1, 0, 325.0
류, 사과, 미얀마, 1, 0, 300.0
류, 오이, 백다다기, 1, 0, 580.0
류, 사과, 미얀마, 1, 0, 299.0
 해조류, 파래, 파래, 1, 0, 150.0
류, 오이, 백다다기, 1, 0, 380.0
류, 사과, 미얀마, 1, 0, 106.0
과채류, 토마토, 완숙토마토, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 114.5
류, 오이, 백다다기, 1, 0, 570.0
류, 사과, 미얀마, 1, 0, 182.5
류, 오렌지, 기타오렌지, 1, 0, 466.66666
류, 사과, 미얀마, 1, 0, 219.5
류, 사과, 미얀마, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 오이, 백다다기, 1, 0, 520.0
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
류, 오이, 백다다기, 1, 0, 420.0
류, 오렌지, 기타오렌지, 1, 0, 466.66666
류, 감귤, 레드향, 1, 0, 466.66666
과채류, 딸기, 설향, 1, 0, 500.0
류, 오이, 백다다기, 1, 0, 460.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 185.0
류, 단감, 부유, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 2477.5
류, 사과, 미야비, 1, 0, 366.0
류, 사과, 미얀마, 1, 0, 229.5
류, 오이, 백다다기, 1, 0, 570.0
류, 감귤, 조생귤, 1, 0, 194.0
류, 사과, 미얀마, 1, 0, 214.5
류, 오이, 백다다기, 1, 0, 570.0
과채류, 방울토마토, 대추방울, 1, 0, 440.0
류, 감귤, 조생귤, 1, 0, 136.0
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 430.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 880.0
류, 사과, 미얀마, 1, 0, 284.5
류, 바나나, 바나나, 0, 0, 184.61539
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 450.0
류, 만감, 기타만감, 1, 0, 542.8571
과채류, 딸기, 설향, 1, 0, 1100.0
류, 사과, 후지, 1, 0, 255.0
류, 배, 신고, 1, 0, 166.66667
류, 오이, 백다다기, 1, 0, 350.0
류, 사과, 후지, 1, 0, 130.0
류, 기타, 과실류기타, 1, 0, 2850.0
류, 사과, 미얀마, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 770.0
류, 피망(단고추), 피망, 1, 0, 550.0
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 270.5
과채류, 딸기, 설향, 1, 0, 1280.0
류, 사과, 기타사과, 1, 0, 230.0
류, 사과, 미얀마, 1, 0, 147.0
과채류, 방울토마토, 대추방울, 1, 0, 380.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 포도, 샤인마스캇, 1, 0, 675.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 기타, 과실류기타, 1, 0, 2850.0
류, 오이, 백다다기, 1, 0, 420.0
류, 사과, 후지, 1, 0, 570.0
류, 사과, 미얀마, 1, 0, 162.5
과채류, 딸기, 설향, 1, 0, 1050.0
류, 포도, 샤인마스캇, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 780.0
류, 피망(단고추), 피망, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 329.5
채류, 배추, 기타배추, 1, 0, 44.444443
과채류, 토마토, 완숙토마토, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 감귤, 기타감귤, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 232.5
류, 사과, 미얀마, 1, 0, 149.5
과채류, 방울토마토, 대추방울, 1, 0, 380.0
류, 사과, 미얀마, 1, 0, 316.5
류, 단감, 부유, 1, 0, 260.0
류, 감귤, 조생귤, 1, 0, 196.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 피망(단고추), 홍피망, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 239.5
과채류, 방울토마토, 대추방울, 1, 0, 506.66666
류, 바나나, 바나나, 0, 0, 184.61539
과채류, 토마토, 완숙토마토, 1, 0, 292.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1413.3334
과채류, 딸기, 설향, 1, 0, 1500.0
류, 사과, 후지, 1, 0, 278.0
류, 사과, 미얀마, 1, 0, 395.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 사과, 미얀마, 1, 0, 185.0
채소류, 풋고추, 반홍, 1, 0, 500.0
류, 감귤, 조생귤, 1, 0, 146.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 감귤, 기타감귤, 1, 0, 94.0
류, 감귤, 레드향, 1, 0, 533.3333
과채류, 딸기, 설향, 1, 0, 1660.0
류, 감귤, 조생귤, 1, 0, 254.0
류, 단감, 부유, 1, 0, 210.0
류, 사과, 미얀마, 1, 0, 249.5
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 토마토, 토마토, 1, 0, 300.0
류, 당근, 당근, 1, 0, 149.95
과채류, 딸기, 설향, 1, 0, 866.6667
류, 사과, 미얀마, 1, 0, 295.0
채소류, 풋고추, 반홍, 1, 0, 580.0
류, 사과, 미얀마, 1, 0, 84.5
류, 단감, 부유, 1, 0, 178.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1025.0
류, 감귤, 조생귤, 1, 0, 70.0
류, 곶감, 곶감, 1, 0, 1350.0
류, 사과, 후지, 1, 0, 330.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 64.5
류, 단감, 부유, 1, 0, 210.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 바나나, 바나나, 0, 0, 184.61539
채소류, 홍고추, 홍고추, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1700.0
과채류, 토마토, 완숙토마토, 1, 0, 220.0
, 고구마, 기타, 1, 0, 251.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 20.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 266.0
류, 감귤, 조생귤, 1, 0, 20.0
채소류, 풋고추, 반홍, 1, 0, 480.0
과채류, 토마토, 토마토, 1, 0, 200.0
류, 사과, 후지, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 114.5
류, 사과, 미얀마, 1, 0, 338.0
과채류, 수박, 수박, 1, 0, 441.66666
과채류, 딸기, 설향, 1, 0, 800.0
류, 사과, 후지, 1, 0, 330.0
채소류, 홍고추, 홍고추, 1, 0, 300.0
채소류, 홍고추, 홍고추, 1, 0, 200.0
류, 사과, 미시마, 1, 0, 355.0
류, 사과, 미얀마, 1, 0, 181.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 방울토마토, 방울토마토, 1, 0, 155.0
채소류, 풋고추, 반홍, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 266.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 미얀마, 1, 0, 206.0
류, 사과, 미얀마, 1, 0, 217.0
류, 망고, 망고, 1, 0, 920.0
류, 사과, 미얀마, 1, 0, 235.5
류, 사과, 미얀마, 1, 0, 197.5
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 사과, 미얀마, 1, 0, 244.0
류, 감귤, 비가림감귤, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 266.5
과채류, 딸기, 설향, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1206.6666
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 장희, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 기타사과, 1, 0, 320.0
류, 감귤, 레드향, 1, 0, 700.0
과채류, 딸기, 장희, 1, 0, 660.0
류, 사과, 로얄부사, 1, 0, 355.0
류, 취나물, 건취나물, 1, 0, 3710.0
류, 사과, 미얀마, 1, 0, 349.5
류, 사과, 미얀마, 1, 0, 62.5
류, 사과, 미얀마, 1, 0, 101.0
류, 사과, 미얀마, 1, 0, 131.0
류, 사과, 미얀마, 1, 0, 169.5
채류, 상추, 청상추, 1, 0, 425.0
채류, 쑥갓, 쑥갓, 1, 0, 402.5
채류, 얼갈이배추, 얼갈이배추, 1, 0, 258.75
류, 사과, 미얀마, 1, 0, 179.5
채류, 고수, 고수, 1, 0, 800.0
류, 사과, 미얀마, 1, 0, 199.5
채류, 봄동배추, 봄동배추, 1, 0, 320.0
채소류, 쪽파, 쪽파, 1, 0, 250.0
채류, 부추, 일반부추, 1, 0, 480.0
채류, 미나리, 미나리, 1, 0, 455.0
류, 사과, 미얀마, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 216.5
류, 사과, 미얀마, 1, 0, 264.5
류, 사과, 미얀마, 1, 0, 295.0
류, 사과, 미얀마, 1, 0, 134.5
류, 사과, 미얀마, 1, 0, 341.0
류, 사과, 미얀마, 1, 0, 107.5
류, 오이, 백다다기, 1, 0, 570.0
류, 사과, 미얀마, 1, 0, 345.0
류, 오이, 백다다기, 1, 0, 350.0
류, 오이, 백다다기, 1, 0, 420.0
류, 사과, 미얀마, 1, 0, 105.0
류, 사과, 후지, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 172.5
류, 오렌지, 기타오렌지, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 344.5
류, 사과, 미얀마, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 바나나, 바나나, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 208.0
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 호두, 기타호두, 1, 0, 950.0
류, 사과, 미얀마, 1, 0, 244.5
류, 사과, 로얄부사, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 바나나, 바나나, 1, 0, 200.0
류, 오렌지, 기타오렌지, 1, 0, 355.0
류, 오렌지, 기타오렌지, 1, 0, 533.3333
과채류, 딸기, 설향, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 215.0
류, 바나나, 바나나, 1, 0, 138.46153
류, 사과, 미야비, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 망고, 망고, 1, 0, 920.0
류, 사과, 후지, 1, 0, 170.0
류, 바나나, 바나나, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 63.0
과채류, 딸기, 설향, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 430.0
류, 사과, 미얀마, 1, 0, 250.5
류, 사과, 미야비, 1, 0, 285.0
류, 감귤, 레드향, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 216.5
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 딸기, 설향, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 319.5
류, 감귤, 조생귤, 1, 0, 70.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 토마토, 완숙토마토, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 830.0
과채류, 토마토, 완숙토마토, 1, 0, 700.0
류, 사과, 미얀마, 1, 0, 296.0
류, 오렌지, 기타오렌지, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 374.5
류, 단감, 부유, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 870.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 감귤, 조생귤, 1, 0, 140.0
과채류, 방울토마토, 대추방울, 1, 0, 463.33334
류, 사과, 미야비, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 단감, 부유, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 65.0
류, 사과, 후지, 1, 0, 200.0
류, 사과, 후지, 1, 0, 330.0
류, 감귤, 기타감귤, 1, 0, 142.0
채소류, 홍고추, 홍고추, 1, 0, 200.0
류, 단감, 부유, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 사과, 미얀마, 1, 0, 335.0
과채류, 딸기, 설향, 1, 0, 960.0
류, 바나나, 바나나, 1, 0, 138.46153
류, 포도, 샤인마스캇, 1, 0, 850.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 104.5
류, 포도, 샤인마스캇, 1, 0, 700.0
채소류, 풋고추, 반홍, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 91.5
류, 사과, 미야비, 1, 0, 467.0
류, 사과, 미얀마, 1, 0, 255.5
과채류, 딸기, 설향, 1, 0, 1386.6666
류, 포도, 샤인마스캇, 1, 0, 300.0
과채류, 토마토, 토마토, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 단감, 부유, 1, 0, 190.0
류, 만감, 한라봉, 1, 0, 206.66667
과채류, 딸기, 설향, 1, 0, 1250.0
류, 감귤, 조생귤, 1, 0, 232.0
류, 감귤, 천혜향, 1, 0, 383.0
과채류, 딸기, 설향, 1, 0, 1280.0
류, 사과, 미얀마, 1, 0, 152.5
류, 감귤, 조생귤, 1, 0, 252.0
류, 감귤, 조생귤, 1, 0, 240.0
채류, 깻잎, 깻잎순, 1, 0, 466.66666
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 만감, 기타만감, 1, 0, 528.5714
과채류, 딸기, 설향, 1, 0, 600.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 176.0
류, 만감, 한라봉, 1, 0, 206.66667
류, 만감, 기타만감, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 229.5
류, 포도, 샤인마스캇, 1, 0, 755.0
채류, 깻잎, 깻잎, 1, 0, 1400.0
채류, 고구마순, 건고구마순, 1, 0, 1277.7778
류, 단감, 부유, 1, 0, 139.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 감귤, 비가림감귤, 1, 0, 274.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 1080.0
류, 사과, 미얀마, 1, 0, 340.0
류, 만감, 기타만감, 1, 0, 500.0
채류, 깻잎, 깻잎, 1, 0, 1250.0
류, 단감, 부유, 1, 0, 220.0
류, 사과, 미얀마, 1, 0, 190.0
류, 감귤, 기타감귤, 1, 0, 152.0
채류, 얼갈이배추, 알배기, 1, 0, 20.0
류, 사과, 후지, 1, 0, 225.0
류, 감귤, 조생귤, 1, 0, 170.0
채류, 배추, 기타배추, 1, 0, 49.0
류, 사과, 후지, 1, 0, 340.0
채류, 깻잎, 깻잎순, 1, 0, 466.66666
과채류, 수박, 수박, 1, 0, 423.07693
류, 마, 기타마, 1, 0, 293.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 토마토, 완숙토마토, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1386.6666
채류, 깻잎, 깻잎, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 700.0
류, 감귤, 천혜향, 1, 0, 366.66666
류, 사과, 미얀마, 1, 0, 208.0
류, 사과, 후지, 1, 0, 300.0
채류, 깻잎, 깻잎, 1, 0, 1300.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 309.5
류, 사과, 미얀마, 1, 0, 234.5
과채류, 딸기, 설향, 1, 0, 1473.3334
류, 감귤, 조생귤, 1, 0, 302.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 383.0
류, 사과, 미얀마, 1, 0, 284.5
과채류, 딸기, 설향, 1, 0, 1300.0
과채류, 토마토, 완숙토마토, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 289.5
과채류, 딸기, 설향, 1, 0, 600.0
채류, 깻잎, 깻잎, 1, 0, 766.6667
과채류, 딸기, 설향, 1, 0, 760.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 방울토마토, 방울토마토, 1, 0, 200.0
류, 포도, 샤인마스캇, 1, 0, 750.0
채류, 깻잎, 깻잎, 1, 0, 1400.0
류, 사과, 미얀마, 1, 0, 313.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 사과, 미얀마, 1, 0, 319.5
류, 사과, 로얄부사, 1, 0, 355.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 감귤, 조생귤, 1, 0, 110.0
류, 사과, 미얀마, 1, 0, 290.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 110.0
류, 바나나, 기타바나나, 1, 0, 200.0
류, 사과, 기타사과, 1, 0, 410.0
류, 바나나, 기타바나나, 1, 0, 200.0
류, 감귤, 레드향, 1, 0, 620.0
과채류, 딸기, 설향, 1, 0, 440.0
과채류, 딸기, 장희, 1, 0, 850.0
류, 사과, 미얀마, 1, 0, 234.5
과채류, 딸기, 설향, 1, 0, 653.3333
류, 사과, 미얀마, 1, 0, 274.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 292.5
과채류, 딸기, 장희, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 122.5
류, 사과, 미얀마, 1, 0, 284.5
류, 사과, 미얀마, 1, 0, 250.0
류, 사과, 미얀마, 1, 0, 345.0
류, 사과, 미얀마, 1, 0, 389.5
류, 사과, 미얀마, 1, 0, 113.0
류, 사과, 미얀마, 1, 0, 352.5
류, 사과, 미얀마, 1, 0, 79.5
류, 사과, 미얀마, 1, 0, 359.5
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 374.5
류, 사과, 미얀마, 1, 0, 101.0
류, 사과, 미얀마, 1, 0, 109.5
류, 사과, 미얀마, 1, 0, 129.5
류, 사과, 미얀마, 1, 0, 164.5
류, 사과, 미얀마, 1, 0, 150.0
류, 사과, 미얀마, 1, 0, 284.5
류, 사과, 미얀마, 1, 0, 319.5
류, 사과, 미얀마, 1, 0, 336.0
류, 사과, 미얀마, 1, 0, 344.5
류, 바나나, 바나나, 0, 0, 207.6923
류, 망고, 망고, 0, 0, 800.0
류, 망고, 망고, 0, 0, 800.0
류, 망고, 망고, 0, 0, 800.0
류, 망고, 망고, 0, 0, 800.0
류, 망고, 망고, 0, 0, 800.0
류, 바나나, 바나나, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 바나나, 바나나, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 사과, 기타사과, 1, 0, 33.0
과채류, 딸기, 설향, 1, 0, 1800.0
과채류, 딸기, 설향, 1, 0, 1800.0
류, 사과, 기타사과, 1, 0, 44.5
류, 감귤, 비가림감귤, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 감귤, 비가림감귤, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 오렌지, 기타오렌지, 1, 0, 355.0
류, 사과, 미얀마, 1, 0, 349.5
류, 사과, 로얄부사, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 134.5
류, 오렌지, 기타오렌지, 1, 0, 355.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 포도, 샤인마스캇, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 344.5
류, 사과, 로얄부사, 1, 0, 530.0
류, 사과, 미얀마, 1, 0, 166.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1500.0
과채류, 딸기, 설향, 1, 0, 750.0
과채류, 딸기, 설향, 1, 0, 1500.0
, 콩, 콩, 1, 0, 330.0
과채류, 토마토, 완숙토마토, 1, 0, 338.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 사과, 미얀마, 1, 0, 129.5
과채류, 딸기, 설향, 1, 0, 650.0
과채류, 딸기, 설향, 1, 0, 1530.0
류, 사과, 미얀마, 1, 0, 181.0
채류, 깻잎, 깻잎, 1, 0, 800.0
류, 포도, 샤인마스캇, 1, 0, 705.0
류, 사과, 미얀마, 1, 0, 380.0
류, 바나나, 기타바나나, 1, 0, 223.07692
류, 바나나, 기타바나나, 1, 0, 223.07692
과채류, 딸기, 설향, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 90.0
류, 사과, 미시마, 1, 0, 170.0
채류, 깻잎, 깻잎, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1000.0
채류, 깻잎, 깻잎, 1, 0, 1400.0
류, 사과, 미야비, 1, 0, 315.0
류, 사과, 미얀마, 1, 0, 180.0
류, 바나나, 기타바나나, 1, 0, 223.07692
류, 바나나, 기타바나나, 1, 0, 223.07692
류, 사과, 미시마, 1, 0, 80.0
과채류, 딸기, 설향, 1, 0, 1180.0
채류, 깻잎, 깻잎, 1, 0, 1400.0
과채류, 딸기, 설향, 1, 0, 1400.0
류, 사과, 미얀마, 1, 0, 420.0
류, 호두, 기타호두, 1, 0, 470.0
채류, 깻잎, 깻잎, 1, 0, 1250.0
류, 바나나, 기타바나나, 1, 0, 223.07692
류, 사과, 미시마, 1, 0, 100.0
과채류, 토마토, 완숙토마토, 1, 0, 338.0
류, 사과, 미시마, 1, 0, 120.0
류, 파인애플, 파인애플, 0, 0, 200.0
채류, 깻잎, 깻잎순, 1, 0, 466.66666
류, 사과, 미야비, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 1600.0
류, 사과, 후지, 1, 0, 220.0
류, 파인애플, 파인애플, 0, 0, 200.0
류, 사과, 미시마, 1, 0, 140.0
채류, 깻잎, 깻잎, 1, 0, 800.0
과채류, 딸기, 장희, 1, 0, 380.0
류, 사과, 후지, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 294.0
류, 사과, 미얀마, 1, 0, 319.5
류, 감귤, 레드향, 1, 0, 416.66666
채류, 깻잎, 깻잎, 1, 0, 1300.0
