류, 표고버섯, 표고버섯, 1, 0, 260.0
채류, 피마자잎, 피마자잎, 1, 0, 1100.0
류, 가지, 가지, 1, 0, 420.0
류, 사과, 기타사과, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 가지, 가지, 1, 0, 420.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 깻잎, 깻잎, 1, 0, 1190.0
류, 가지, 가지, 1, 0, 420.0
류, 사과, 후지, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1440.0
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 만감, 한라봉, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 390.0
류, 감귤, 조생귤, 1, 0, 282.0
, 고구마, 기타, 1, 0, 220.0
채류, 깻잎, 깻잎, 1, 0, 1060.0
류, 단감, 부유, 1, 0, 330.0
류, 감귤, 기타감귤, 1, 0, 206.0
류, 새송이, 새송이버섯, 1, 0, 275.0
채류, 배추, 기타배추, 1, 0, 47.36842
채소류, 꽈리고추, 꽈리고추, 1, 0, 682.5
채류, 상추, 청상추, 1, 0, 337.5
과채류, 딸기, 기타딸기, 1, 0, 550.0
류, 포도, 샤인마스캇, 1, 0, 550.0
과채류, 딸기, 설향, 1, 0, 650.0
과채류, 방울토마토, 대추방울, 1, 0, 300.0
과채류, 딸기, 기타딸기, 1, 0, 3400.0
채소류, 풋고추, 청양, 1, 0, 1200.0
채소류, 홍고추, 홍고추, 1, 0, 240.0
류, 가지, 가지, 1, 0, 310.0
과채류, 토마토, 대저토마토, 1, 0, 340.0
채소류, 쪽파, 깐쪽파, 1, 0, 390.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
류, 호박, 쥬키니호박, 1, 0, 235.0
과채류, 방울토마토, 대추방울, 1, 0, 566.6667
채류, 부추, 일반부추, 1, 0, 360.0
류, 새송이, 새송이버섯, 1, 0, 305.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
채류, 깻잎, 깻잎순, 1, 0, 205.55556
류, 감귤, 조생귤, 1, 0, 152.0
과채류, 딸기, 설향, 1, 0, 800.0
, 고구마, 밤고구마, 1, 0, 176.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 37.5
과채류, 딸기, 기타딸기, 1, 0, 1850.0
채류, 부추, 일반부추, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
류, 양상추, 기타양상추, 1, 0, 295.0
, 고구마, 기타, 1, 0, 240.0
채류, 미나리, 돌미나리, 1, 0, 705.0
류, 감귤, 천혜향, 1, 0, 222.22223
류, 표고버섯, 표고버섯, 1, 0, 575.0
과채류, 딸기, 설향, 1, 0, 800.0
채소류, 쪽파, 깐쪽파, 1, 0, 630.0
류, 오이, 백다다기, 1, 0, 505.55554
과채류, 딸기, 장희, 1, 0, 1000.0
류, 오이, 취청, 1, 0, 650.0
채류, 양배추, 꼬꼬마, 1, 0, 620.0
채류, 깻잎, 깻잎순, 1, 0, 587.5
류, 감귤, 기타감귤, 1, 0, 360.0
채류, 시금치, 시금치, 1, 0, 239.0
류, 무, 월동무, 1, 0, 58.0
채류, 시금치, 포항초, 1, 0, 280.0
채류, 깻잎, 깻잎, 1, 0, 362.5
류, 연근, 연근, 1, 0, 458.3
과채류, 딸기, 설향, 1, 0, 1400.0
류, 포도, 샤인마스캇, 1, 0, 675.0
채소류, 풋고추, 청양, 1, 0, 660.0
채류, 양배추, 양배추, 1, 0, 98.75
류, 사과, 후지, 1, 0, 220.0
류, 단감, 부유, 1, 0, 110.0
채류, 깻잎, 기타깻잎, 1, 0, 475.0
류, 감귤, 기타감귤, 1, 0, 260.0
채류, 고수, 고수, 1, 0, 1900.0
과채류, 딸기, 설향, 1, 0, 1200.0
작물류, 땅콩, 피땅콩, 1, 0, 1530.0
채류, 양배추, 양배추, 1, 0, 60.0
채류, 깻잎, 기타깻잎, 1, 0, 825.0
류, 사과, 미얀마, 1, 0, 334.0
류, 호박, 애호박, 1, 0, 353.33334
과채류, 딸기, 설향, 1, 0, 1250.0
류, 파세리(향미나리), 파세리, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 950.0
채류, 양배추, 양배추, 1, 0, 78.75
류, 호박, 단호박, 0, 0, 400.0
과채류, 토마토, 토마토, 1, 0, 260.0
류, 파세리(향미나리), 파세리, 1, 0, 337.5
류, 포도, 샤인마스캇, 1, 0, 575.0
채류, 시금치, 섬초, 1, 0, 360.0
류, 밤, 기타밤, 1, 0, 420.0
과채류, 방울토마토, 대추방울, 1, 0, 200.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 212.5
류, 호박, 단호박, 0, 0, 335.0
작물류, 참당귀, 당귀잎, 1, 0, 1610.0
, 감자, 기타감자, 1, 0, 225.5
류, 표고버섯, 표고버섯, 1, 0, 575.0
채류, 시금치, 시금치, 1, 0, 360.0
류, 오이, 가시오이, 1, 0, 450.0
채류, 시금치, 시금치, 1, 0, 262.5
채류, 시금치, 섬초, 1, 0, 500.0
작물류, 참당귀, 당귀잎, 1, 0, 1610.0
류, 오이, 가시오이, 1, 0, 530.0
채류, 시금치, 섬초, 1, 0, 340.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 596.0526
채류, 부추, 일반부추, 1, 0, 457.14285
과채류, 딸기, 설향, 1, 0, 1150.0
채류, 깻잎, 깻잎, 1, 0, 437.5
류, 오이, 가시오이, 1, 0, 300.0
류, 포도, 샤인마스캇, 1, 0, 730.0
채소류, 풋고추, 청양, 1, 0, 965.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 비트(붉은사탕무우), 비트, 1, 0, 220.0
채류, 시금치, 섬초, 1, 0, 380.0
, 고구마, 기타, 1, 0, 62.0
채류, 시금치, 시금치, 1, 0, 210.0
채소류, 풋고추, 롱그린, 1, 0, 600.0
채류, 시금치, 섬초, 1, 0, 300.0
채소류, 방아, 방아, 1, 0, 262.5
작물류, 땅콩, 피땅콩, 1, 0, 1530.0
작물류, 참당귀, 당귀잎, 1, 0, 1510.0
채소류, 풋고추, 청양, 1, 0, 937.0
채류, 얼갈이배추, 알배기, 1, 0, 181.25
작물류, 참당귀, 당귀잎, 1, 0, 1330.0
과채류, 딸기, 설향, 1, 0, 530.0
채류, 부추, 일반부추, 1, 0, 271.42856
류, 적채, 적채, 1, 0, 62.5
채소류, 풋고추, 청양, 1, 0, 351.66666
작물류, 참당귀, 당귀잎, 1, 0, 1300.0
채류, 고구마순, 생고구마순, 1, 0, 300.0
채류, 시금치, 시금치, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 174.5
류, 사과, 미얀마, 1, 0, 199.5
류, 사과, 미얀마, 1, 0, 208.0
류, 사과, 미얀마, 1, 0, 199.5
류, 사과, 미얀마, 1, 0, 76.0
류, 사과, 미얀마, 1, 0, 259.5
류, 사과, 미얀마, 1, 0, 89.5
류, 사과, 미얀마, 1, 0, 285.0
류, 사과, 미얀마, 1, 0, 169.5
류, 사과, 미얀마, 1, 0, 195.5
채류, 배추, 월동배추, 1, 0, 21.0
채류, 배추, 월동배추, 1, 0, 36.0
채류, 배추, 월동배추, 1, 0, 39.0
채류, 배추, 월동배추, 1, 0, 31.0
채류, 배추, 월동배추, 1, 0, 30.0
채류, 배추, 월동배추, 1, 0, 35.0
채류, 배추, 월동배추, 1, 0, 19.0
채류, 배추, 월동배추, 1, 0, 25.0
채류, 배추, 월동배추, 1, 0, 27.0
채류, 배추, 월동배추, 1, 0, 26.0
과채류, 딸기, 설향, 1, 0, 590.0
과채류, 딸기, 설향, 1, 0, 1360.0
과채류, 딸기, 설향, 1, 0, 500.0
류, 단감, 부유, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 580.0
류, 감귤, 조생귤, 1, 0, 180.0
채소류, 쪽파, 쪽파, 1, 0, 265.0
과채류, 딸기, 설향, 1, 0, 1346.6666
류, 단감, 부유, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 1020.0
류, 감귤, 조생귤, 1, 0, 192.0
류, 포도, 포도, 0, 0, 588.8889
류, 포도, 포도, 0, 0, 477.77777
류, 체리, 체리, 1, 0, 840.0
류, 체리, 체리, 1, 0, 840.0
류, 체리, 체리, 1, 0, 840.0
류, 체리, 체리, 1, 0, 840.0
류, 사과, 후지, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 장희, 1, 0, 1220.0
과채류, 딸기, 설향, 1, 0, 1060.0
류, 감귤, 기타감귤, 1, 0, 206.0
류, 무, 세척무, 1, 0, 57.5
류, 감귤, 조생귤, 1, 0, 230.0
과채류, 수박, 수박, 1, 0, 333.33334
과채류, 딸기, 설향, 1, 0, 850.0
과채류, 수박, 수박, 1, 0, 333.33334
, 고구마, 기타, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 330.0
채류, 깻잎, 깻잎, 1, 0, 955.0
과채류, 수박, 기타수박, 1, 0, 733.3333
과채류, 토마토, 완숙토마토, 1, 0, 232.0
류, 만감, 한라봉, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 조생귤, 1, 0, 200.0
류, 무, 세척무, 1, 0, 57.5
류, 감귤, 비가림감귤, 1, 0, 230.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 205.0
류, 감귤, 조생귤, 1, 0, 240.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 205.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 757.5
류, 오이, 백다다기, 1, 0, 433.33334
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 장희, 1, 0, 1100.0
류, 만감, 한라봉, 1, 0, 500.0
류, 단감, 부유, 1, 0, 460.0
류, 양상추, 샤니레타스, 1, 0, 290.32257
채소류, 꽈리고추, 꽈리고추, 1, 0, 682.5
류, 만감, 한라봉, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 사과, 기타사과, 1, 0, 330.0
류, 사과, 후지, 1, 0, 260.0
채소류, 대파, 대파, 1, 0, 190.0
류, 감귤, 기타감귤, 1, 0, 220.0
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 1450.0
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 600.0
류, 만감, 한라봉, 1, 0, 350.0
, 고구마, 밤고구마, 1, 0, 276.0
채소류, 대파, 대파, 1, 0, 190.0
, 고구마, 밤고구마, 1, 0, 276.0
채소류, 대파, 대파, 1, 0, 190.0
류, 가지, 가지, 1, 0, 400.0
, 고구마, 기타, 1, 0, 265.0
채소류, 풋고추, 청양, 1, 0, 1200.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
류, 사과, 후지, 1, 0, 250.0
류, 오렌지, 기타오렌지, 1, 0, 388.8889
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 400.0
류, 로메인, 로메인, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 700.0
채소류, 대파, 대파, 1, 0, 190.0
류, 체리, 체리, 1, 0, 840.0
류, 감귤, 조생귤, 1, 0, 80.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 62.0
작물류, 유채, 기타유채, 1, 0, 237.5
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 기타딸기, 1, 0, 720.0
과채류, 딸기, 설향, 1, 0, 925.0
채류, 쌈추, 쌈추, 1, 0, 105.5
 해조류, 파래, 파래, 1, 0, 120.0
류, 감귤, 조생귤, 1, 0, 172.0
류, 표고버섯, 표고버섯, 0, 0, 580.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 180.0
채류, 머위대, 머위잎, 1, 0, 660.0
채류, 깻잎, 깻잎순, 1, 0, 650.0
채류, 달래, 달래, 1, 0, 260.0
채소류, 마늘, 마늘쫑, 0, 0, 700.0
채류, 깻잎, 깻잎, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 317.0
류, 사과, 미얀마, 1, 0, 200.0
채류, 시금치, 섬초, 1, 0, 350.0
류, 사과, 미얀마, 1, 0, 322.5
채류, 시금치, 섬초, 1, 0, 450.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
채류, 시금치, 섬초, 1, 0, 310.0
류, 사과, 미얀마, 1, 0, 207.5
작물류, 참당귀, 당귀잎, 1, 0, 860.0
, 감자, 두백, 1, 0, 205.0
채류, 깻잎, 깻잎순, 1, 0, 412.5
류, 사과, 미얀마, 1, 0, 374.5
류, 표고버섯, 표고버섯, 1, 0, 450.0
류, 단감, 부유, 1, 0, 85.0
류, 새송이, 새송이버섯, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 263.0
채류, 양배추, 양배추, 1, 0, 46.25
작물류, 참당귀, 당귀잎, 1, 0, 850.0
채류, 깻잎, 기타깻잎, 1, 0, 850.0
류, 감귤, 기타감귤, 1, 0, 220.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
류, 사과, 미얀마, 1, 0, 299.0
작물류, 참당귀, 당귀잎, 1, 0, 880.0
채소류, 풋고추, 청양, 1, 0, 970.0
채류, 배추, 쌈배추, 1, 0, 93.75
과채류, 딸기, 설향, 1, 0, 1500.0
채류, 시금치, 섬초, 1, 0, 360.0
채류, 양배추, 양배추, 1, 0, 71.25
채류, 배추, 월동배추, 1, 0, 26.0
채소류, 풋고추, 청양, 1, 0, 980.0
채류, 깻잎, 깻잎, 1, 0, 400.0
채류, 양배추, 양배추, 1, 0, 71.25
과채류, 딸기, 설향, 1, 0, 1250.0
작물류, 참당귀, 당귀잎, 1, 0, 1700.0
류, 새송이, 새송이버섯, 1, 0, 225.0
채류, 시금치, 시금치, 1, 0, 150.0
류, 포도, 샤인마스캇, 1, 0, 750.0
채류, 시금치, 섬초, 1, 0, 480.0
채소류, 풋고추, 청양, 1, 0, 870.0
채소류, 풋고추, 청양, 1, 0, 962.0
류, 무, 월동무, 1, 0, 58.0
류, 사과, 미얀마, 1, 0, 334.5
채류, 배추, 월동배추, 1, 0, 48.0
류, 오이, 취청, 1, 0, 640.0
작물류, 참당귀, 당귀잎, 1, 0, 1500.0
류, 사과, 미얀마, 1, 0, 329.5
채소류, 풋고추, 롱그린, 1, 0, 600.0
채류, 시금치, 포항초, 1, 0, 270.0
작물류, 참당귀, 당귀잎, 1, 0, 1470.0
채소류, 풋고추, 청양, 1, 0, 660.0
채류, 시금치, 시금치, 1, 0, 485.0
류, 사과, 미얀마, 1, 0, 310.66666
과채류, 토마토, 대저토마토, 1, 0, 640.0
류, 파프리카, 빨강파프리카, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 156.0
류, 치커리, 치커리, 1, 0, 250.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
채류, 깻잎, 깻잎, 1, 0, 670.0
채류, 미나리, 돌미나리, 1, 0, 442.5
작물류, 참당귀, 당귀잎, 1, 0, 1610.0
채류, 시금치, 시금치, 1, 0, 100.0
채소류, 풋고추, 청양, 1, 0, 937.0
류, 포도, 샤인마스캇, 1, 0, 590.0
류, 사과, 미얀마, 1, 0, 103.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 가지, 가지, 1, 0, 360.0
채소류, 풋고추, 오이고추, 1, 0, 440.0
, 고구마, 밤고구마, 1, 0, 220.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 168.75
채류, 시금치, 시금치, 1, 0, 80.0
류, 감귤, 천혜향, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 280.0
작물류, 참당귀, 당귀잎, 1, 0, 1590.0
채소류, 풋고추, 롱그린, 1, 0, 365.0
과채류, 토마토, 토마토, 1, 0, 300.0
류, 오이, 백다다기, 1, 0, 300.0
, 감자, 두백, 1, 0, 230.0
채류, 얼갈이배추, 알배기, 1, 0, 106.25
채소류, 풋고추, 청양, 1, 0, 351.66666
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 186.25
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 143.75
채소류, 풋고추, 청양, 1, 0, 480.0
채소류, 쪽파, 쪽파, 1, 0, 260.0
채소류, 풋고추, 오이고추, 1, 0, 700.0
류, 호박, 애호박, 1, 0, 533.3333
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 상추, 기타상추, 1, 0, 255.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 무, 기타무, 1, 0, 55.0
채류, 시금치, 시금치, 1, 0, 220.0
채류, 부추, 기타부추, 1, 0, 376.0
채류, 시금치, 시금치, 1, 0, 100.0
채류, 깻잎, 깻잎순, 1, 0, 166.66667
과채류, 딸기, 설향, 1, 0, 950.0
류, 포도, 샤인마스캇, 1, 0, 575.0
채류, 양배추, 양배추, 1, 0, 42.394367
과채류, 딸기, 설향, 1, 0, 830.0
류, 오이, 취청, 1, 0, 300.0
채소류, 풋고추, 롱그린, 1, 0, 640.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
류, 감귤, 조생귤, 1, 0, 172.0
류, 사과, 후지, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 160.0
류, 포도, 샤인마스캇, 1, 0, 350.0
채류, 부추, 일반부추, 1, 0, 228.57143
류, 감귤, 조생귤, 1, 0, 280.0
채류, 얼갈이배추, 알배기, 1, 0, 131.25
류, 체리, 체리, 1, 0, 840.0
류, 체리, 체리, 1, 0, 840.0
류, 사과, 후지, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 장희, 1, 0, 1220.0
류, 감귤, 조생귤, 1, 0, 192.0
류, 사과, 기타사과, 1, 0, 400.0
채류, 양배추, 양배추, 1, 0, 47.0
과채류, 토마토, 토마토, 1, 0, 150.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 205.0
과채류, 토마토, 토마토, 1, 0, 440.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 호박, 호박고지, 1, 0, 760.0
류, 무, 세척무, 1, 0, 57.5
류, 감귤, 조생귤, 1, 0, 332.0
과채류, 딸기, 천사, 1, 0, 1350.0
과채류, 수박, 수박, 1, 0, 420.0
과채류, 수박, 수박, 1, 0, 420.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 480.0
채류, 깻잎, 깻잎, 1, 0, 1000.0
류, 감귤, 조생귤, 1, 0, 170.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 만감, 기타만감, 1, 0, 824.0
, 감자, 기타감자, 1, 0, 150.0
류, 배, 신고, 1, 0, 40.0
과채류, 수박, 기타수박, 1, 0, 733.3333
류, 무, 세척무, 1, 0, 57.5
과채류, 수박, 수박, 1, 0, 409.0909
과채류, 수박, 수박, 1, 0, 409.0909
과채류, 딸기, 설향, 1, 0, 1400.0
류, 만감, 기타만감, 1, 0, 622.2222
류, 단감, 부유, 1, 0, 80.0
채소류, 풋고추, 모닝, 1, 0, 470.0
류, 무, 월동무, 1, 0, 75.0
과채류, 딸기, 금실, 1, 0, 1900.0
류, 양상추, 샤니레타스, 1, 0, 287.09677
채소류, 꽈리고추, 꽈리고추, 1, 0, 682.5
류, 단감, 부유, 1, 0, 150.0
류, 만감, 기타만감, 1, 0, 666.6667
과채류, 딸기, 설향, 1, 0, 925.0
류, 감귤, 조생귤, 1, 0, 172.0
채소류, 쪽파, 깐쪽파, 1, 0, 360.0
류, 감귤, 조생귤, 1, 0, 90.0
류, 감귤, 기타감귤, 1, 0, 210.0
류, 로메인, 로메인, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 1050.0
채소류, 마늘, 마늘쫑, 0, 0, 700.0
채소류, 풋고추, 청양, 1, 0, 700.0
류, 사과, 후지, 1, 0, 210.0
류, 적채, 적채, 1, 0, 88.75
채류, 콩나물, 콩나물, 1, 0, 77.14286
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 700.0
채류, 배추, 월동배추, 1, 0, 30.0
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 설향, 1, 0, 1050.0
채소류, 대파, 대파, 1, 0, 190.0
류, 감귤, 천혜향, 1, 0, 560.0
과채류, 방울토마토, 대추방울, 1, 0, 335.0
과채류, 딸기, 설향, 1, 0, 1250.0
채소류, 대파, 대파, 1, 0, 190.0
과채류, 딸기, 기타딸기, 1, 0, 2900.0
류, 배, 신고, 1, 0, 100.0
류, 포도, 샤인마스캇, 1, 0, 487.5
류, 감귤, 조생귤, 1, 0, 136.0
과채류, 토마토, 대저토마토, 1, 0, 240.0
, 고구마, 밤고구마, 1, 0, 175.0
채소류, 풋고추, 청양, 1, 0, 700.0
, 고구마, 기타, 1, 0, 180.0
류, 포도, 샤인마스캇, 1, 0, 750.0
, 고구마, 밤고구마, 1, 0, 175.0
채류, 양배추, 꼬꼬마, 1, 0, 440.0
채소류, 홍고추, 홍고추, 1, 0, 410.0
채류, 봄동배추, 봄동배추, 1, 0, 110.0
류, 만감, 한라봉, 1, 0, 466.66666
류, 사과, 미얀마, 1, 0, 319.5
류, 감귤, 조생귤, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 120.5
채소류, 대파, 대파, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 162.5
채소류, 풋고추, 청양, 1, 0, 900.0
류, 사과, 미얀마, 1, 0, 177.0
류, 사과, 미얀마, 1, 0, 184.5
류, 사과, 미얀마, 1, 0, 184.5
류, 사과, 미얀마, 1, 0, 224.5
류, 사과, 미얀마, 1, 0, 263.0
류, 사과, 미얀마, 1, 0, 270.0
류, 사과, 미얀마, 1, 0, 66.5
, 감자, 두백, 1, 0, 215.0
류, 오이, 취청, 1, 0, 660.0
류, 표고버섯, 표고버섯, 1, 0, 625.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
, 고구마, 밤고구마, 1, 0, 180.0
채류, 시금치, 시금치, 1, 0, 90.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
류, 표고버섯, 표고버섯, 1, 0, 442.5
류, 오이, 취청, 1, 0, 650.0
채소류, 풋고추, 청양, 1, 0, 550.0
류, 사과, 후지, 1, 0, 240.0
채류, 시금치, 섬초, 1, 0, 310.0
류, 포도, 샤인마스캇, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 1600.0
, 감자, 두백, 1, 0, 40.0
류, 감귤, 레드향, 1, 0, 633.3333
채류, 시금치, 시금치, 1, 0, 130.0
채류, 시금치, 섬초, 1, 0, 560.0
류, 무, 세척무, 1, 0, 92.5
류, 콜라비(순무양배추), 콜라비, 1, 0, 60.0
채류, 청경채, 청경채, 1, 0, 225.0
채류, 깻잎, 깻잎순, 1, 0, 587.5
과채류, 딸기, 설향, 1, 0, 650.0
채류, 시금치, 포항초, 1, 0, 340.0
채류, 시금치, 시금치, 1, 0, 100.0
류, 감귤, 조생귤, 1, 0, 280.0
채소류, 풋고추, 청양, 1, 0, 800.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 상추, 기타상추, 1, 0, 250.0
류, 새송이, 새송이버섯, 1, 0, 237.5
채류, 시금치, 시금치, 1, 0, 240.0
채류, 깻잎, 깻잎, 1, 0, 562.5
채류, 열무, 열무, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1280.0
채류, 깻잎, 기타깻잎, 1, 0, 400.0
류, 표고버섯, 표고버섯, 1, 0, 900.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 60.0
과채류, 토마토, 기타토마토, 1, 0, 90.0
채류, 시금치, 시금치, 1, 0, 90.0
류, 호박, 호박고지, 1, 0, 1250.0
류, 호박, 애호박, 1, 0, 533.3333
류, 사과, 미얀마, 1, 0, 298.66666
류, 포도, 샤인마스캇, 1, 0, 350.0
채류, 양배추, 양배추, 1, 0, 42.394367
류, 콜라비(순무양배추), 적콜라비, 1, 0, 43.333332
류, 포도, 샤인마스캇, 1, 0, 630.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 후지, 1, 0, 240.0
채류, 시금치, 섬초, 1, 0, 330.0
채소류, 풋고추, 롱그린, 1, 0, 320.0
류, 감귤, 기타감귤, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1320.0
채류, 부추, 일반부추, 1, 0, 257.14285
채소류, 마늘, 풋마늘, 1, 0, 360.0
작물류, 참당귀, 당귀잎, 1, 0, 1390.0
류, 단감, 부유, 1, 0, 120.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 섬초, 1, 0, 540.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 143.75
류, 포도, 샤인마스캇, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 800.0
채류, 시금치, 시금치, 1, 0, 185.0
채류, 시금치, 시금치, 1, 0, 110.0
, 고구마, 밤고구마, 1, 0, 263.0
채류, 시금치, 섬초, 1, 0, 480.0
작물류, 참당귀, 당귀잎, 1, 0, 1590.0
과채류, 토마토, 토마토, 1, 0, 300.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 218.75
류, 무, 세척무, 1, 0, 68.0
채류, 깻잎, 기타깻잎, 1, 0, 850.0
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1050.0
채류, 시금치, 시금치, 1, 0, 280.0
채류, 깻잎, 깻잎, 1, 0, 1050.0
채소류, 풋고추, 청양, 1, 0, 850.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 110.0
채류, 배추, 월동배추, 1, 0, 51.0
과채류, 딸기, 설향, 1, 0, 780.0
채류, 깻잎, 깻잎순, 1, 0, 537.5
채류, 시금치, 시금치, 1, 0, 120.0
작물류, 참당귀, 당귀잎, 1, 0, 2050.0
류, 단감, 부유, 1, 0, 120.0
채소류, 풋고추, 청양, 1, 0, 530.0
류, 감귤, 비가림감귤, 1, 0, 160.0
류, 포도, 샤인마스캇, 1, 0, 730.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 218.75
채소류, 쪽파, 깐쪽파, 1, 0, 550.0
류, 오이, 취청, 1, 0, 160.0
류, 적채, 적채, 1, 0, 91.875
채류, 부추, 일반부추, 1, 0, 400.0
채류, 미나리, 돌미나리, 1, 0, 637.5
류, 콜라비(순무양배추), 적콜라비, 1, 0, 136.66667
작물류, 참당귀, 당귀잎, 1, 0, 350.0
류, 호박, 쥬키니호박, 1, 0, 285.0
채류, 시금치, 시금치, 1, 0, 260.0
과채류, 수박, 수박, 1, 0, 409.0909
류, 오이, 백다다기, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 660.0
채류, 얼갈이배추, 알배기, 1, 0, 137.5
채소류, 양파, 기타양파, 1, 0, 180.0
류, 오이, 백다다기, 1, 0, 385.0
류, 감귤, 기타감귤, 1, 0, 246.0
채소류, 쪽파, 깐쪽파, 1, 0, 433.33334
과채류, 딸기, 기타딸기, 1, 0, 300.0
채소류, 양파, 기타양파, 1, 0, 200.0
과채류, 딸기, 장희, 1, 0, 360.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 205.0
채소류, 풋고추, 녹광, 1, 0, 390.0
채소류, 양파, 기타양파, 1, 0, 200.0
채류, 양배추, 양배추, 1, 0, 46.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 205.0
류, 감귤, 조생귤, 1, 0, 318.0
류, 무, 기타무, 1, 0, 170.0
과채류, 토마토, 완숙토마토, 1, 0, 284.0
류, 만감, 기타만감, 1, 0, 400.0
채소류, 양파, 기타양파, 1, 0, 186.66667
과채류, 딸기, 설향, 1, 0, 700.0
채소류, 마늘, 깐마늘 대서, 1, 0, 650.0
